command	count	first_seen_utc	last_seen_utc	workdir_count	source_log_count	examples
bash -lc ls -le /Users/agi/clustershare/flight_trajectory	1	2025-11-11T13:28:44.895000+00:00	2025-11-11T13:28:44.895000+00:00	1	1	bash -lc ls -le /Users/agi/clustershare/flight_trajectory
bash -lc ls -led@ /Users/agi/clustershare/flight_trajectory	1	2025-11-07T18:20:32.300000+00:00	2025-11-07T18:20:32.300000+00:00	1	1	bash -lc ls -led@ /Users/agi/clustershare/flight_trajectory
bash -lc ls ..	1	2025-11-14T08:09:28.074000+00:00	2025-11-14T08:09:28.074000+00:00	1	1	bash -lc ls ..
bash -lc ls ../thales_agilab	1	2025-11-14T08:18:04.622000+00:00	2025-11-14T08:18:04.622000+00:00	1	1	bash -lc ls ../thales_agilab
bash -lc ls ../thales_agilab/core	1	2025-11-14T08:18:10.647000+00:00	2025-11-14T08:18:10.647000+00:00	1	1	bash -lc ls ../thales_agilab/core
bash -lc ls ../thales_agilab/docs	1	2025-11-14T08:09:35.128000+00:00	2025-11-14T08:09:35.128000+00:00	1	1	bash -lc ls ../thales_agilab/docs
bash -lc ls ../thales_agilab/docs/source	1	2025-11-14T08:09:51.999000+00:00	2025-11-14T08:09:51.999000+00:00	1	1	bash -lc ls ../thales_agilab/docs/source
bash -lc ls ../thales_agilab/docs/source | grep -i agilab-licenses	1	2025-11-14T08:11:32.161000+00:00	2025-11-14T08:11:32.161000+00:00	1	1	bash -lc ls ../thales_agilab/docs/source | grep -i agilab-licenses
bash -lc ls ../thales_agilab/docs/source | grep architecture	1	2025-11-13T16:18:33.373000+00:00	2025-11-13T16:18:33.373000+00:00	1	1	bash -lc ls ../thales_agilab/docs/source | grep architecture
bash -lc ls ../thales_agilab/src	1	2025-11-14T08:18:07.324000+00:00	2025-11-14T08:18:07.324000+00:00	1	1	bash -lc ls ../thales_agilab/src
bash -lc ls ../thales_agilab/src/agilab	1	2025-11-14T08:18:13.378000+00:00	2025-11-14T08:18:13.378000+00:00	1	1	bash -lc ls ../thales_agilab/src/agilab
bash -lc ls ../thales_agilab/src/agilab/core	1	2025-11-14T08:18:16.041000+00:00	2025-11-14T08:18:16.041000+00:00	1	1	bash -lc ls ../thales_agilab/src/agilab/core
bash -lc ls /Users	1	2025-11-07T18:07:29.414000+00:00	2025-11-07T18:07:29.414000+00:00	1	1	bash -lc ls /Users
bash -lc ls /Users/agi/.codex	1	2025-11-14T08:53:42.190000+00:00	2025-11-14T08:53:42.190000+00:00	1	1	bash -lc ls /Users/agi/.codex
bash -lc ls /Users/agi/.codex/session | head	1	2025-11-14T08:53:39.211000+00:00	2025-11-14T08:53:39.211000+00:00	1	1	bash -lc ls /Users/agi/.codex/session | head
bash -lc ls /Users/agi/.codex/sessions | head	1	2025-11-14T08:53:45.238000+00:00	2025-11-14T08:53:45.238000+00:00	1	1	bash -lc ls /Users/agi/.codex/sessions | head
bash -lc ls /Users/agi/.codex/sessions/2025 | head	1	2025-11-14T08:53:47.576000+00:00	2025-11-14T08:53:47.576000+00:00	1	1	bash -lc ls /Users/agi/.codex/sessions/2025 | head
bash -lc ls /Users/agi/.codex/sessions/2025/11 | head	1	2025-11-14T08:53:50.599000+00:00	2025-11-14T08:53:50.599000+00:00	1	1	bash -lc ls /Users/agi/.codex/sessions/2025/11 | head
bash -lc ls /Users/agi/.codex/sessions/2025/11/14 | head	1	2025-11-14T08:53:56.300000+00:00	2025-11-14T08:53:56.300000+00:00	1	1	bash -lc ls /Users/agi/.codex/sessions/2025/11/14 | head
bash -lc ls /Users/agi/PycharmProjects/agilab	1	2025-11-14T08:19:13.169000+00:00	2025-11-14T08:19:13.169000+00:00	1	1	bash -lc ls /Users/agi/PycharmProjects/agilab
bash -lc ls /Users/agi/PycharmProjects/agilab | grep agi-env	1	2025-11-13T17:16:51.620000+00:00	2025-11-13T17:16:51.620000+00:00	1	1	bash -lc ls /Users/agi/PycharmProjects/agilab | grep agi-env
bash -lc ls /Users/agi/PycharmProjects/agilab | grep core	1	2025-11-13T17:13:58.585000+00:00	2025-11-13T17:13:58.585000+00:00	1	1	bash -lc ls /Users/agi/PycharmProjects/agilab | grep core
bash -lc ls /Users/agi/PycharmProjects/agilab | head	1	2025-11-13T17:13:43.396000+00:00	2025-11-13T17:13:43.396000+00:00	1	1	bash -lc ls /Users/agi/PycharmProjects/agilab | head
bash -lc ls /Users/agi/PycharmProjects/agilab/core	1	2025-11-13T17:16:55.441000+00:00	2025-11-13T17:16:55.441000+00:00	1	1	bash -lc ls /Users/agi/PycharmProjects/agilab/core
bash -lc ls /Users/agi/PycharmProjects/agilab/src	1	2025-11-14T08:19:27.977000+00:00	2025-11-14T08:19:27.977000+00:00	1	1	bash -lc ls /Users/agi/PycharmProjects/agilab/src
bash -lc ls /Users/agi/PycharmProjects/agilab/src/agilab	1	2025-11-13T17:13:22.821000+00:00	2025-11-13T17:13:22.821000+00:00	1	1	bash -lc ls /Users/agi/PycharmProjects/agilab/src/agilab
bash -lc ls /Users/agi/PycharmProjects/agilab/src/agilab/apps/sb3_trainer_project/src/sb3_trainer	1	2025-11-13T17:19:46.258000+00:00	2025-11-13T17:19:46.258000+00:00	1	1	bash -lc ls /Users/agi/PycharmProjects/agilab/src/agilab/apps/sb3_trainer_project/src/sb3_trainer
bash -lc ls /Users/agi/PycharmProjects/agilab/src/agilab/core/agi-env/src	1	2025-11-13T17:13:29.320000+00:00	2025-11-13T17:13:29.320000+00:00	1	1	bash -lc ls /Users/agi/PycharmProjects/agilab/src/agilab/core/agi-env/src
bash -lc ls /Users/agi/PycharmProjects/thales_agilab/docs	1	2025-11-08T08:52:32.306000+00:00	2025-11-08T08:52:32.306000+00:00	1	1	bash -lc ls /Users/agi/PycharmProjects/thales_agilab/docs
bash -lc ls /Users/agi/PycharmProjects/thales_agilab/docs/source	1	2025-11-08T08:52:34.151000+00:00	2025-11-08T08:52:34.151000+00:00	1	1	bash -lc ls /Users/agi/PycharmProjects/thales_agilab/docs/source
bash -lc ls /Users/agi/PycharmProjects/thales_agilab/src/agilab/apps/flight_trajectory_project/src	1	2025-11-10T18:28:07.587000+00:00	2025-11-10T18:28:07.587000+00:00	1	1	bash -lc ls /Users/agi/PycharmProjects/thales_agilab/src/agilab/apps/flight_trajectory_project/src
bash -lc ls /Users/agi/clustershare | head	1	2025-11-07T18:22:57.628000+00:00	2025-11-07T18:22:57.628000+00:00	1	1	bash -lc ls /Users/agi/clustershare | head
bash -lc ls /Users/agi/clustershare/agi/flight_trajectory/dataset	1	2025-11-07T18:43:35.986000+00:00	2025-11-07T18:43:35.986000+00:00	1	1	bash -lc ls /Users/agi/clustershare/agi/flight_trajectory/dataset
bash -lc ls /Users/agi/clustershare/data	1	2025-11-13T12:49:41.251000+00:00	2025-11-13T12:49:41.251000+00:00	1	1	bash -lc ls /Users/agi/clustershare/data
bash -lc ls /Users/agi/clustershare/data/flight_trajectory	1	2025-11-13T12:49:52.104000+00:00	2025-11-13T12:49:52.104000+00:00	1	1	bash -lc ls /Users/agi/clustershare/data/flight_trajectory
bash -lc ls /Users/agi/clustershare/data/link_sim	1	2025-11-13T12:49:45.304000+00:00	2025-11-13T12:49:45.304000+00:00	1	1	bash -lc ls /Users/agi/clustershare/data/link_sim
bash -lc ls /Users/agi/clustershare/flight/dataset	1	2025-11-07T18:17:52.875000+00:00	2025-11-07T18:17:52.875000+00:00	1	1	bash -lc ls /Users/agi/clustershare/flight/dataset
bash -lc ls /Users/agi/clustershare/flight_trajectory/dataframe	1	2025-11-13T08:50:12.833000+00:00	2025-11-13T08:50:12.833000+00:00	1	1	bash -lc ls /Users/agi/clustershare/flight_trajectory/dataframe
bash -lc ls /Users/agi/clustershare/flight_trajectory/dataset	1	2025-11-07T18:17:07.990000+00:00	2025-11-07T18:17:07.990000+00:00	1	1	bash -lc ls /Users/agi/clustershare/flight_trajectory/dataset
bash -lc ls /Users/agi/clustershare/flight_trajectory/dataset | head	1	2025-11-07T18:07:47.038000+00:00	2025-11-07T18:07:47.038000+00:00	1	1	bash -lc ls /Users/agi/clustershare/flight_trajectory/dataset | head
bash -lc ls /Users/agi/clustershare/flight_trajectory/dataset/*.geojson	1	2025-11-12T12:38:22.259000+00:00	2025-11-12T12:38:22.259000+00:00	1	1	bash -lc ls /Users/agi/clustershare/flight_trajectory/dataset/*.geojson
bash -lc ls /Users/agi/clustershare/link_sim	1	2025-11-13T12:49:14.096000+00:00	2025-11-13T12:49:14.096000+00:00	1	1	bash -lc ls /Users/agi/clustershare/link_sim
bash -lc ls /Users/agi/flight && ls /Users/agi/flight/dataset	1	2025-11-07T18:38:33.602000+00:00	2025-11-07T18:38:33.602000+00:00	1	1	bash -lc ls /Users/agi/flight && ls /Users/agi/flight/dataset
bash -lc ls /Users/agi/log/apps	1	2025-11-13T14:06:32.410000+00:00	2025-11-13T14:06:32.410000+00:00	1	1	bash -lc ls /Users/agi/log/apps
bash -lc ls /Users/agi/log/apps/sat_trajectory_project	1	2025-11-13T14:06:39.769000+00:00	2025-11-13T14:06:39.769000+00:00	1	1	bash -lc ls /Users/agi/log/apps/sat_trajectory_project
bash -lc ls /Users/agi/log/apps/sat_trajectory_project/src/app_settings.toml	1	2025-11-13T14:07:03.401000+00:00	2025-11-13T14:07:03.401000+00:00	1	1	bash -lc ls /Users/agi/log/apps/sat_trajectory_project/src/app_settings.toml
bash -lc ls /Users/agi/log/execute	1	2025-11-12T09:22:45.362000+00:00	2025-11-12T09:22:45.362000+00:00	1	1	bash -lc ls /Users/agi/log/execute
bash -lc ls /Users/agi/log/execute && ls /Users/agi/log/execute/flight	1	2025-11-12T09:26:45.514000+00:00	2025-11-12T09:26:45.514000+00:00	1	1	bash -lc ls /Users/agi/log/execute && ls /Users/agi/log/execute/flight
bash -lc ls /Users/agi/log/execute || true	1	2025-11-13T12:04:54.612000+00:00	2025-11-13T12:04:54.612000+00:00	1	1	bash -lc ls /Users/agi/log/execute || true
bash -lc ls /Users/agi/wenv	1	2025-11-13T12:13:25.632000+00:00	2025-11-13T12:13:25.632000+00:00	1	1	bash -lc ls /Users/agi/wenv
bash -lc ls /Users/agi/wenv/	1	2025-11-13T13:17:11.072000+00:00	2025-11-13T13:17:11.072000+00:00	1	1	bash -lc ls /Users/agi/wenv/
bash -lc ls /Users/agi/wenv/mycode_worker	1	2025-11-13T12:14:43.247000+00:00	2025-11-13T12:14:43.247000+00:00	1	1	bash -lc ls /Users/agi/wenv/mycode_worker
bash -lc ls /tmp/pypi-cleanup-src	1	2025-11-13T10:57:02.805000+00:00	2025-11-13T10:57:02.805000+00:00	1	1	bash -lc ls /tmp/pypi-cleanup-src
bash -lc ls /tmp/pypi-cleanup-src/pypi_cleanup	1	2025-11-13T10:57:38.419000+00:00	2025-11-13T10:57:38.419000+00:00	1	1	bash -lc ls /tmp/pypi-cleanup-src/pypi_cleanup
bash -lc ls docs/html | grep license	1	2025-11-14T08:08:03.608000+00:00	2025-11-14T08:08:03.608000+00:00	1	1	bash -lc ls docs/html | grep license
bash -lc ls docs/source | grep -E 'pyproject|uv'	1	2025-11-13T17:09:53.819000+00:00	2025-11-13T17:09:53.819000+00:00	1	1	bash -lc ls docs/source | grep -E 'pyproject|uv'
bash -lc ls docs/source | grep -i diagram	1	2025-11-13T16:22:04.583000+00:00	2025-11-13T16:22:04.583000+00:00	1	1	bash -lc ls docs/source | grep -i diagram
bash -lc ls docs/source | grep -i overview	1	2025-11-13T16:32:39.137000+00:00	2025-11-13T16:32:39.137000+00:00	1	1	bash -lc ls docs/source | grep -i overview
bash -lc ls docs/source | grep agi-core	1	2025-11-13T16:19:51.584000+00:00	2025-11-13T16:19:51.584000+00:00	1	1	bash -lc ls docs/source | grep agi-core
bash -lc ls docs/source | grep architecture	1	2025-11-13T16:18:44.502000+00:00	2025-11-13T16:18:44.502000+00:00	1	1	bash -lc ls docs/source | grep architecture
bash -lc ls docs/source | grep pyproject	1	2025-11-13T17:09:50.998000+00:00	2025-11-13T17:09:50.998000+00:00	1	1	bash -lc ls docs/source | grep pyproject
bash -lc ls docs/source | head -n 50	1	2025-11-13T16:33:04.042000+00:00	2025-11-13T16:33:04.042000+00:00	1	1	bash -lc ls docs/source | head -n 50
bash -lc ls docs/source/Agilab-Overview.svg	1	2025-11-13T16:32:54.859000+00:00	2025-11-13T16:32:54.859000+00:00	1	1	bash -lc ls docs/source/Agilab-Overview.svg
bash -lc ls docs/source/diagrams | grep -i agent	1	2025-11-13T17:34:05.393000+00:00	2025-11-13T17:34:05.393000+00:00	1	1	bash -lc ls docs/source/diagrams | grep -i agent
bash -lc ls docs/source/diagrams | grep agi_node	1	2025-11-13T17:32:42.760000+00:00	2025-11-13T17:32:42.760000+00:00	1	1	bash -lc ls docs/source/diagrams | grep agi_node
bash -lc ls docs/source/diagrams | head	1	2025-11-13T16:16:50.400000+00:00	2025-11-13T16:16:50.400000+00:00	1	1	bash -lc ls docs/source/diagrams | head
bash -lc ls lab_steps.toml	1	2025-11-07T18:00:38.067000+00:00	2025-11-07T18:00:38.067000+00:00	1	1	bash -lc ls lab_steps.toml
bash -lc ls pycharm	1	2025-11-07T17:23:46.437000+00:00	2025-11-07T17:23:46.437000+00:00	1	1	bash -lc ls pycharm
bash -lc ls pycharm/app-scripts	1	2025-11-11T19:19:30.909000+00:00	2025-11-11T19:19:30.909000+00:00	1	1	bash -lc ls pycharm/app-scripts
bash -lc ls resources/.agilab	1	2025-11-07T17:04:26.482000+00:00	2025-11-07T17:04:26.482000+00:00	1	1	bash -lc ls resources/.agilab
bash -lc ls src	1	2025-11-13T17:10:48.223000+00:00	2025-11-13T17:10:48.223000+00:00	1	1	bash -lc ls src
bash -lc ls src/agilab/apps | grep sat	1	2025-11-12T10:31:25.835000+00:00	2025-11-12T10:31:25.835000+00:00	1	1	bash -lc ls src/agilab/apps | grep sat
bash -lc ls src/agilab/apps | head	1	2025-11-13T16:05:08.952000+00:00	2025-11-13T16:05:08.952000+00:00	1	1	bash -lc ls src/agilab/apps | head
bash -lc ls src/agilab/apps-pages	1	2025-11-08T09:53:07.455000+00:00	2025-11-08T09:53:07.455000+00:00	1	1	bash -lc ls src/agilab/apps-pages
bash -lc ls src/agilab/apps/*/src | head	1	2025-11-12T10:30:42.413000+00:00	2025-11-12T10:30:42.413000+00:00	1	1	bash -lc ls src/agilab/apps/*/src | head
bash -lc ls src/agilab/apps/flight_project/src	1	2025-11-12T05:32:18.650000+00:00	2025-11-12T05:32:18.650000+00:00	1	1	bash -lc ls src/agilab/apps/flight_project/src
bash -lc ls src/agilab/apps/flight_project/src/flight	1	2025-11-12T05:33:44.612000+00:00	2025-11-12T05:33:44.612000+00:00	1	1	bash -lc ls src/agilab/apps/flight_project/src/flight
bash -lc ls src/agilab/apps/flight_project/src/flight_worker	1	2025-11-12T05:32:20.547000+00:00	2025-11-12T05:32:20.547000+00:00	1	1	bash -lc ls src/agilab/apps/flight_project/src/flight_worker
bash -lc ls src/agilab/apps/flight_project/wenv	1	2025-11-12T05:32:30.337000+00:00	2025-11-12T05:32:30.337000+00:00	1	1	bash -lc ls src/agilab/apps/flight_project/wenv
bash -lc ls src/agilab/apps/flight_trajectory_project	1	2025-11-10T18:06:14.283000+00:00	2025-11-10T18:06:14.283000+00:00	1	1	bash -lc ls src/agilab/apps/flight_trajectory_project
bash -lc ls src/agilab/apps/flowsynth_project/src	1	2025-11-07T18:01:06.848000+00:00	2025-11-07T18:01:06.848000+00:00	1	1	bash -lc ls src/agilab/apps/flowsynth_project/src
bash -lc ls src/agilab/apps/link_sim_project/src	1	2025-11-13T08:49:55.598000+00:00	2025-11-13T08:49:55.598000+00:00	1	1	bash -lc ls src/agilab/apps/link_sim_project/src
bash -lc ls src/agilab/apps/mycode_project	1	2025-11-13T12:17:26.693000+00:00	2025-11-13T12:17:26.693000+00:00	1	1	bash -lc ls src/agilab/apps/mycode_project
bash -lc ls src/agilab/apps/mycode_project/test	1	2025-11-13T14:03:04.576000+00:00	2025-11-13T14:03:04.576000+00:00	1	1	bash -lc ls src/agilab/apps/mycode_project/test
bash -lc ls src/agilab/apps/mycode_project/wenv	1	2025-11-13T12:18:05.029000+00:00	2025-11-13T12:18:05.029000+00:00	1	1	bash -lc ls src/agilab/apps/mycode_project/wenv
bash -lc ls src/agilab/apps/sat_trajectory_project	1	2025-11-12T10:31:31.490000+00:00	2025-11-12T10:31:31.490000+00:00	1	1	bash -lc ls src/agilab/apps/sat_trajectory_project
bash -lc ls src/agilab/apps/sat_trajectory_project/src	1	2025-11-13T17:10:56.680000+00:00	2025-11-13T17:10:56.680000+00:00	1	1	bash -lc ls src/agilab/apps/sat_trajectory_project/src
bash -lc ls src/agilab/apps/sat_trajectory_project/src/sat_trajectory	1	2025-11-13T17:11:00.744000+00:00	2025-11-13T17:11:00.744000+00:00	1	1	bash -lc ls src/agilab/apps/sat_trajectory_project/src/sat_trajectory
bash -lc ls src/agilab/core	1	2025-11-12T05:33:19.437000+00:00	2025-11-12T05:33:19.437000+00:00	1	1	bash -lc ls src/agilab/core
bash -lc ls src/agilab/core/agi-cluster	1	2025-11-12T05:33:21.084000+00:00	2025-11-12T05:33:21.084000+00:00	1	1	bash -lc ls src/agilab/core/agi-cluster
bash -lc ls src/agilab/core/agi-env/src/agi_env/resources	1	2025-11-13T15:38:04.442000+00:00	2025-11-13T15:38:04.442000+00:00	1	1	bash -lc ls src/agilab/core/agi-env/src/agi_env/resources
bash -lc ls src/agilab/core/agi-env/src/agi_env/resources/.agilab	1	2025-11-13T15:45:30.248000+00:00	2025-11-13T15:45:30.248000+00:00	1	1	bash -lc ls src/agilab/core/agi-env/src/agi_env/resources/.agilab
bash -lc ls src/agilab/core/agi-env/src/agi_env/resources/mistral_offline/data	1	2025-11-13T15:36:23.224000+00:00	2025-11-13T15:36:23.224000+00:00	1	1	bash -lc ls src/agilab/core/agi-env/src/agi_env/resources/mistral_offline/data
bash -lc ls src/agilab/examples/mycode	1	2025-11-13T12:04:51.285000+00:00	2025-11-13T12:04:51.285000+00:00	1	1	bash -lc ls src/agilab/examples/mycode
bash -lc ls src/agilab/examples/sat_trajectory	1	2025-11-13T14:20:29.577000+00:00	2025-11-13T14:20:29.577000+00:00	1	1	bash -lc ls src/agilab/examples/sat_trajectory
bash -lc ls src/agilab/resources/help	1	2025-11-14T08:08:16.268000+00:00	2025-11-14T08:08:16.268000+00:00	1	1	bash -lc ls src/agilab/resources/help
bash -lc ls tools	1	2025-11-12T10:48:11.100000+00:00	2025-11-12T10:48:11.100000+00:00	1	1	bash -lc ls tools
bash -lc ls ~/.ssh	1	2025-11-08T09:03:29.022000+00:00	2025-11-08T09:03:29.022000+00:00	1	1	bash -lc ls ~/.ssh
bash -lc ls ~/PycharmProjects/agilab/export/apps	1	2025-11-08T10:39:06.624000+00:00	2025-11-08T10:39:06.624000+00:00	1	1	bash -lc ls ~/PycharmProjects/agilab/export/apps
bash -lc ls ~/data	1	2025-11-10T18:07:05.187000+00:00	2025-11-10T18:07:05.187000+00:00	1	1	bash -lc ls ~/data
bash -lc ls ~/flight_trajectory	1	2025-11-10T18:12:37.511000+00:00	2025-11-10T18:12:37.511000+00:00	1	1	bash -lc ls ~/flight_trajectory
bash -lc ls ~/resources/.agilab	1	2025-11-07T17:05:21.190000+00:00	2025-11-07T17:05:21.190000+00:00	1	1	bash -lc ls ~/resources/.agilab
bash -lc lsof -i :9204	1	2025-11-10T12:14:50.124000+00:00	2025-11-10T12:14:50.124000+00:00	1	1	bash -lc lsof -i :9204
bash -lc lsof -i :9204 || true	1	2025-11-10T12:14:54.230000+00:00	2025-11-10T12:14:54.230000+00:00	1	1	bash -lc lsof -i :9204 || true
bash -lc lsof -i tcp:6875 || true	1	2025-11-13T12:32:21.896000+00:00	2025-11-13T12:32:21.896000+00:00	1	1	bash -lc lsof -i tcp:6875 || true
bash -lc lsof -iTCP:9204 -sTCP:LISTEN || true	1	2025-11-10T12:14:59.182000+00:00	2025-11-10T12:14:59.182000+00:00	1	1	bash -lc lsof -iTCP:9204 -sTCP:LISTEN || true
bash -lc mkdir -p /Users/agi/clustershare/agi/flight && chmod 777 /Users/agi/clustershare/agi && chmod 777 /Users/agi/clustershare/agi/flight	1	2025-11-07T18:42:34.491000+00:00	2025-11-07T18:42:34.491000+00:00	1	1	bash -lc mkdir -p /Users/agi/clustershare/agi/flight && chmod 777 /Users/agi/clustershare/agi && chmod 777 /Users/agi/clustershare/agi/flight
bash -lc mkdir -p /Users/agi/clustershare/agi/flight/dataframe && chmod 777 /Users/agi/clustershare/agi/flight/dataframe	1	2025-11-07T18:42:48.669000+00:00	2025-11-07T18:42:48.669000+00:00	1	1	bash -lc mkdir -p /Users/agi/clustershare/agi/flight/dataframe && chmod 777 /Users/agi/clustershare/agi/flight/dataframe
bash -lc mkdir -p /Users/agi/clustershare/agi/flight_trajectory && chmod 777 /Users/agi/clustershare/agi && chmod 777 /Users/agi/clustershare/agi/flight_trajectory	1	2025-11-07T18:21:33.074000+00:00	2025-11-07T18:21:33.074000+00:00	1	1	bash -lc mkdir -p /Users/agi/clustershare/agi/flight_trajectory && chmod 777 /Users/agi/clustershare/agi && chmod 777 /Users/agi/clustershare/agi/flight_trajectory
bash -lc mkdir -p /Users/agi/clustershare/data/flight_trajectory && rm -f /Users/agi/clustershare/data/flight_trajectory/dataframe && ln -s ../../flight_trajectory/dataframe /Users/agi/clustershare/data/flight_trajectory/dataframe && ls -l /Users/agi/clustershare/data/flight_trajectory	1	2025-11-13T12:50:34.720000+00:00	2025-11-13T12:50:34.720000+00:00	1	1	bash -lc mkdir -p /Users/agi/clustershare/data/flight_trajectory && rm -f /Users/agi/clustershare/data/flight_trajectory/dataframe && ln -s ../../flight_trajectory/dataframe /Users/agi/clustershare/data/flight_trajectory/dataframe && ls -l /Users/agi/clustershare/data/flight_trajectory
bash -lc mkdir -p codex && mv codex_shell_*.tsv codex/	1	2025-11-13T10:31:31.423000+00:00	2025-11-13T10:31:31.423000+00:00	1	1	bash -lc mkdir -p codex && mv codex_shell_*.tsv codex/
bash -lc mkdir -p codex && mv tools/export_codex_shell_stats.py codex/	1	2025-11-13T10:41:21.074000+00:00	2025-11-13T10:41:21.074000+00:00	1	1	bash -lc mkdir -p codex && mv tools/export_codex_shell_stats.py codex/
bash -lc mount | grep clustershare	1	2025-11-08T09:06:04.361000+00:00	2025-11-08T09:06:04.361000+00:00	1	1	bash -lc mount | grep clustershare
bash -lc mv /Users/agi/clustershare/flight_trajectory /Users/agi/clustershare/flight_trajectory.jpm.bak && mkdir -p /Users/agi/clustershare/flight_trajectory && chmod 777 /Users/agi/clustershare/flight_trajectory	1	2025-11-07T18:20:08.083000+00:00	2025-11-07T18:20:08.083000+00:00	1	1	bash -lc mv /Users/agi/clustershare/flight_trajectory /Users/agi/clustershare/flight_trajectory.jpm.bak && mkdir -p /Users/agi/clustershare/flight_trajectory && chmod 777 /Users/agi/clustershare/flight_trajectory
bash -lc nl -ba "src/agilab/pages/▶️ EXECUTE.py" | sed -n '1000,1045p'	1	2025-11-08T09:54:42.336000+00:00	2025-11-08T09:54:42.336000+00:00	1	1	bash -lc nl -ba "src/agilab/pages/▶️ EXECUTE.py" | sed -n '1000,1045p'
bash -lc nl -ba "src/agilab/pages/▶️ EXECUTE.py" | sed -n '1540,1705p'	1	2025-11-08T09:54:46.715000+00:00	2025-11-08T09:54:46.715000+00:00	1	1	bash -lc nl -ba "src/agilab/pages/▶️ EXECUTE.py" | sed -n '1540,1705p'
bash -lc nl -ba "src/agilab/pages/▶️ EXECUTE.py" | sed -n '1540,1715p'	1	2025-11-08T09:55:31.977000+00:00	2025-11-08T09:55:31.977000+00:00	1	1	bash -lc nl -ba "src/agilab/pages/▶️ EXECUTE.py" | sed -n '1540,1715p'
bash -lc nl -ba "src/agilab/pages/▶️ EXPLORE.py" | sed -n '1,80p'	1	2025-11-08T10:35:54.597000+00:00	2025-11-08T10:35:54.597000+00:00	1	1	bash -lc nl -ba "src/agilab/pages/▶️ EXPLORE.py" | sed -n '1,80p'
bash -lc nl -ba "src/agilab/pages/▶️ EXPLORE.py" | sed -n '220,340p'	1	2025-11-08T10:35:57.867000+00:00	2025-11-08T10:35:57.867000+00:00	1	1	bash -lc nl -ba "src/agilab/pages/▶️ EXPLORE.py" | sed -n '220,340p'
bash -lc nl -ba 'src/agilab/pages/▶️ EXECUTE.py' | sed -n '1110,1165p'	1	2025-11-10T12:45:55.208000+00:00	2025-11-10T12:45:55.208000+00:00	1	1	bash -lc nl -ba 'src/agilab/pages/▶️ EXECUTE.py' | sed -n '1110,1165p'
bash -lc nl -ba 'src/agilab/pages/▶️ EXECUTE.py' | sed -n '1135,1165p'	1	2025-11-10T12:46:40.953000+00:00	2025-11-10T12:46:40.953000+00:00	1	1	bash -lc nl -ba 'src/agilab/pages/▶️ EXECUTE.py' | sed -n '1135,1165p'
bash -lc nl -ba 'src/agilab/pages/▶️ EXECUTE.py' | sed -n '1170,1205p'	1	2025-11-10T12:51:59.933000+00:00	2025-11-10T12:51:59.933000+00:00	1	1	bash -lc nl -ba 'src/agilab/pages/▶️ EXECUTE.py' | sed -n '1170,1205p'
bash -lc nl -ba 'src/agilab/pages/▶️ EXECUTE.py' | sed -n '1190,1245p'	1	2025-11-10T12:51:15.647000+00:00	2025-11-10T12:51:15.647000+00:00	1	1	bash -lc nl -ba 'src/agilab/pages/▶️ EXECUTE.py' | sed -n '1190,1245p'
bash -lc nl -ba 'src/agilab/pages/▶️ EXECUTE.py' | sed -n '1260,1345p'	1	2025-11-10T12:46:23.293000+00:00	2025-11-10T12:46:23.293000+00:00	1	1	bash -lc nl -ba 'src/agilab/pages/▶️ EXECUTE.py' | sed -n '1260,1345p'
bash -lc nl -ba 'src/agilab/pages/▶️ EXECUTE.py' | sed -n '1380,1415p'	1	2025-11-10T12:50:05.727000+00:00	2025-11-10T12:50:05.727000+00:00	1	1	bash -lc nl -ba 'src/agilab/pages/▶️ EXECUTE.py' | sed -n '1380,1415p'
bash -lc nl -ba 'src/agilab/pages/▶️ EXECUTE.py' | sed -n '1415,1485p'	1	2025-11-10T12:45:58.926000+00:00	2025-11-10T12:45:58.926000+00:00	1	1	bash -lc nl -ba 'src/agilab/pages/▶️ EXECUTE.py' | sed -n '1415,1485p'
bash -lc nl -ba 'src/agilab/pages/▶️ EXECUTE.py' | sed -n '1480,1505p'	1	2025-11-10T12:46:02.289000+00:00	2025-11-10T12:46:02.289000+00:00	1	1	bash -lc nl -ba 'src/agilab/pages/▶️ EXECUTE.py' | sed -n '1480,1505p'
bash -lc nl -ba 'src/agilab/pages/▶️ EXECUTE.py' | sed -n '300,380p'	1	2025-11-10T10:05:15.600000+00:00	2025-11-10T10:05:15.600000+00:00	1	1	bash -lc nl -ba 'src/agilab/pages/▶️ EXECUTE.py' | sed -n '300,380p'
bash -lc nl -ba 'src/agilab/pages/▶️ EXECUTE.py' | sed -n '330,380p'	1	2025-11-10T12:45:16.727000+00:00	2025-11-10T12:45:16.727000+00:00	1	1	bash -lc nl -ba 'src/agilab/pages/▶️ EXECUTE.py' | sed -n '330,380p'
bash -lc nl -ba 'src/agilab/pages/▶️ EXECUTE.py' | sed -n '380,430p'	1	2025-11-10T12:45:20.580000+00:00	2025-11-10T12:45:20.580000+00:00	1	1	bash -lc nl -ba 'src/agilab/pages/▶️ EXECUTE.py' | sed -n '380,430p'
bash -lc nl -ba 'src/agilab/pages/▶️ EXECUTE.py' | sed -n '430,460p'	1	2025-11-10T12:45:51.301000+00:00	2025-11-10T12:45:51.301000+00:00	1	1	bash -lc nl -ba 'src/agilab/pages/▶️ EXECUTE.py' | sed -n '430,460p'
